,support,mape,rmse,mae,r2
train,559.9,0.015300000000000003,0.5367000000000001,0.31429999999999997,0.9970000000000001
cv,69.1,0.023,0.8195,0.4779,0.9928000000000001
unobserved,77.0,0.0284,0.9058999999999999,0.5702,0.9928999999999999
