,support,mape,rmse,mae,r2
train,590.9,0.0050999999999999995,0.1456,0.1093,1.0
cv,69.1,0.011899999999999999,0.3742,0.25339999999999996,0.9986
unobserved,77.0,0.015100000000000002,0.48629999999999995,0.29869999999999997,0.9979999999999999
