,support,mape,rmse,mae,r2
train,559.9,0.004999999999999999,0.1326,0.0993,1.0
cv,69.1,0.030200000000000005,2.5157999999999996,0.9439,0.9298
unobserved,77.0,0.049,3.7672000000000003,1.6664999999999999,0.8805
