,support,mape,rmse,mae,r2
train,14606.1,0.1546,39471.855599999995,27306.279499999997,0.8734
cv,1857.6,0.18419999999999997,48363.871,32485.5962,0.8234
unobserved,2064.0,0.18280000000000002,46393.10049999999,31604.7146,0.8435
