,support,mape,rmse,mae,r2
train,16718.4,0.162,41390.0442,28458.660499999998,0.8707
cv,1857.6,0.1815,48039.91190000001,32261.763300000002,0.8254999999999999
unobserved,2064.0,0.18029999999999996,46054.0061,31287.5929,0.8457000000000001
