,support,mape,rmse,mae,r2
train,24680.7,0.3905,1982964.1945,1216999.6169,0.8304
cv,2742.3,0.4426,2744677.6017,1461267.8986,0.6736
unobserved,3048.0,0.46390000000000003,2570102.4117000005,1442128.0694,0.6688
