,support,mape,rmse,mae,r2
train,35140.7,945018308362710.8,1676.8247000000003,1424.2239,0.2753
cv,4338.3,870442375157389.8,1746.5312000000001,1491.0892999999999,0.2278
unobserved,4821.0,2.505,1732.3732,1478.3001,0.2326
