,support,mape,rmse,mae,r2
train,38068.7,896540628444424.8,1703.4827,1450.4864,0.2638
cv,4338.3,892942988327508.4,1747.6378,1492.6526,0.2271
unobserved,4821.0,2.4802999999999997,1732.4829000000002,1479.4182,0.2325
