,support,mape,rmse,mae,r2
train,35140.7,945571400276956.4,1698.7327,1446.0250999999998,0.26960000000000006
cv,4338.3,864629839800190.4,1747.4651000000001,1492.1311,0.2273
unobserved,4821.0,2.4867999999999997,1733.7704,1480.2934999999998,0.2312
