,support,mape,rmse,mae,r2
train,36116.7,925108831807903.2,1706.6938999999998,1453.2149000000002,0.263
cv,4338.3,886632171716042.2,1750.8916000000002,1495.2883,0.2243
unobserved,4821.0,2.4844,1735.6381000000001,1482.4287,0.22970000000000002
