,support,mape,rmse,mae,r2
train,528.9,0.021599999999999998,0.9636000000000001,0.6103,0.9895000000000002
cv,69.1,0.03219999999999999,1.3514,0.8873000000000001,0.9784999999999998
unobserved,77.0,0.038900000000000004,1.6052,1.0955,0.9738
