,support,mape,rmse,mae,r2
train,528.9,0.018699999999999998,0.7522000000000001,0.4779,0.9925
cv,69.1,0.035699999999999996,1.7763000000000002,1.0384,0.9628
unobserved,77.0,0.0381,1.8099,1.0511,0.9664999999999999
