,support,mape,rmse,mae,r2
train,528.9,0.0235,1.0757999999999999,0.6873,0.9869
cv,69.1,0.031999999999999994,1.3467999999999998,0.8859999999999999,0.9781999999999998
unobserved,77.0,0.04069999999999999,1.6029,1.1213000000000002,0.9736999999999998
