,support,mape,rmse,mae,r2
train,2379.3,0.07139999999999999,0.017999999999999995,0.013600000000000001,0.9593
cv,528.7,0.1383,0.0364,0.026600000000000002,0.8389
unobserved,588.0,0.134,0.036899999999999995,0.0262,0.8446
