,support,mape,rmse,mae,r2
train,4374.0,0.039599999999999996,725.8343,444.7277,0.9952
cv,540.0,0.046099999999999995,1070.3993999999998,565.5019,0.9887
unobserved,600.0,0.0477,1240.0081,615.8587,0.9841
