,support,mape,rmse,mae,r2
train,4617.0,0.0392,713.3217999999999,434.0251,0.9952
cv,540.0,0.046099999999999995,1076.0291000000002,566.6270999999999,0.9885999999999999
unobserved,600.0,0.0474,1235.9698000000003,611.7508,0.9841
