,support,mape,rmse,mae,r2
train,3888.0,0.039299999999999995,675.8621,412.1008,0.9959000000000001
cv,540.0,0.0475,1157.8719999999998,605.6526,0.9868
unobserved,600.0,0.0495,1334.6988000000001,666.2775,0.9814999999999998
