,support,mape,rmse,mae,r2
train,596.4,0.25980000000000003,3136.8203000000003,1897.8557999999998,0.7254999999999999
cv,120.4,0.5001999999999999,12133.835900000002,7057.7413,-0.0689
unobserved,134.0,0.49470000000000003,14793.166200000001,9030.422,-0.1286
