,support,mape,rmse,mae,r2
train,24680.7,0.3906,1982708.2664,1216886.5611999999,0.8305
cv,2742.3,0.4425,2743416.8329,1460354.3584,0.6738999999999999
unobserved,3048.0,0.4638,2569104.6435000002,1442159.2534,0.6691
