,support,mape,rmse,mae,r2
train,24680.7,0.3908,1983365.1684,1217291.5231,0.8302999999999999
cv,2742.3,0.4427,2739374.6552,1459722.1367,0.6748
unobserved,3048.0,0.4633000000000001,2571615.7136,1443226.9855,0.6683999999999999
