,support,mape,rmse,mae,r2
train,1182.6,0.028100000000000003,10198.196800000002,4918.661,0.9832000000000001
cv,131.4,0.09119999999999999,26866.951500000003,15892.1675,0.8808000000000001
unobserved,146.0,0.089,33346.6598,17186.9493,0.8381000000000001
