,support,mape,rmse,mae,r2
train,1029.6,0.22910000000000003,2937.9020000000005,1752.5415,0.9404
cv,120.4,0.3515,4856.2521,2852.3511,0.8224
unobserved,134.0,0.3256,4302.411900000001,2790.906,0.9045000000000002
