,support,mape,rmse,mae,r2
train,14076.9,0.3558,32.68090000000001,20.8802,0.9676
cv,1564.1,0.4048,39.1939,24.434,0.9532999999999999
unobserved,1738.0,0.4523,38.4786,24.785000000000004,0.954
