,support,mape,rmse,mae,r2
train,12669.9,0.36979999999999996,32.338,20.7589,0.9664999999999999
cv,1564.1,0.4039,39.7234,24.882499999999997,0.9521000000000001
unobserved,1738.0,0.45780000000000004,39.3194,25.3031,0.9522999999999998
