,support,mape,rmse,mae,r2
train,24680.7,0.3904,1979713.1427000002,1216187.121,0.8307
cv,2742.3,0.44289999999999996,2737295.8984000003,1460404.086,0.6755
unobserved,3048.0,0.46349999999999997,2575082.2992000002,1443266.4659000002,0.6675000000000001
