,support,mape,rmse,mae,r2
train,24680.7,0.3906,1979447.1946000003,1216096.3620000002,0.8308
cv,2742.3,0.4426,2734216.4776,1460419.0998,0.6762
unobserved,3048.0,0.4645,2582020.8519,1445763.8906,0.6657000000000002
