,support,mape,rmse,mae,r2
train,24680.7,0.3909,1983937.6335999998,1218106.6046,0.8301000000000001
cv,2742.3,0.44209999999999994,2733101.8685000003,1457054.5709000002,0.6763
unobserved,3048.0,0.46340000000000003,2576040.4973999998,1444029.6870000002,0.6673000000000001
