,support,mape,rmse,mae,r2
train,1074.7,0.2257,2931.3554,1741.1889000000003,0.9389
cv,120.4,0.34270000000000006,4840.8091,2816.2307,0.8235999999999999
unobserved,134.0,0.31999999999999995,4310.4972,2770.1879000000004,0.9039000000000001
