,support,mape,rmse,mae,r2
train,590.9,0.021899999999999996,1.0278999999999998,0.629,0.9882
cv,69.1,0.03180000000000001,1.3804999999999998,0.8965,0.9773999999999997
unobserved,77.0,0.0388,1.6011,1.0940999999999999,0.9738
