,support,mape,rmse,mae,r2
train,356.5,5225832798039989.0,4.8909,3.2234000000000003,0.9882000000000002
cv,46.5,2.7415912496234476e+16,37.7584,17.3048,-1.6673000000000002
unobserved,52.0,2.600302264220192e+16,155.91310000000001,44.581100000000006,-0.06170000000000002
