,support,mape,rmse,mae,r2
train,377.5,5350993582039751.0,4.740599999999999,3.1923999999999997,0.9878
cv,46.5,2.4448320867438176e+16,37.0713,16.0233,-1.5417
unobserved,52.0,2.4222371068349656e+16,156.80480000000003,45.1699,-0.0739
