,support,mape,rmse,mae,r2
train,7038.3,0.2152,38.150099999999995,25.4998,0.9628
cv,1564.1,0.8766999999999999,84.42869999999999,52.266,0.7826000000000002
unobserved,1738.0,0.9705,83.60130000000001,51.8822,0.7838
