,support,mape,rmse,mae,r2
train,606.9,0.021099999999999997,0.9879,0.6084,0.9888
cv,69.1,0.031400000000000004,1.3272000000000002,0.8709,0.9789
unobserved,77.0,0.03929999999999999,1.6146999999999998,1.1072000000000002,0.9734
