,support,mape,rmse,mae,r2
train,606.9,0.020899999999999995,0.9667,0.587,0.9892000000000001
cv,69.1,0.031999999999999994,1.4702,0.9114999999999999,0.9745000000000001
unobserved,77.0,0.0366,1.5303,1.0229,0.9759
