,support,mape,rmse,mae,r2
train,12286.9,0.37839999999999996,1760571.1617000003,1091384.0245,0.8042
cv,2742.3,0.4877999999999999,3114570.7464,1698423.1458,0.5794999999999999
unobserved,3048.0,0.5119,2800650.2852,1662300.9520999999,0.6064999999999998
