,support,mape,rmse,mae,r2
train,22829.7,0.41390000000000005,2039270.2437000002,1269909.5857,0.8309
cv,2742.3,0.4446,2732324.0972999996,1467697.4121,0.6765
unobserved,3048.0,0.4665,2586764.7146,1453193.8118999999,0.6644
