,support,mape,rmse,mae,r2
train,946.6,0.022699999999999998,4458.175,3481.6635,0.9967
cv,131.4,0.08449999999999999,25476.0648,14895.36,0.8946000000000002
unobserved,146.0,0.08959999999999999,32304.9496,17085.184799999995,0.8480000000000001
