,support,mape,rmse,mae,r2
train,1152.9,0.0284,10274.9008,4937.5003,0.9827
cv,131.4,0.09269999999999999,26583.1879,16081.797900000001,0.8823000000000001
unobserved,146.0,0.09169999999999999,33890.2434,17624.2893,0.8327
