,support,mape,rmse,mae,r2
train,4860.0,0.04379999999999999,964.9444,514.2103,0.9911
cv,540.0,0.0506,1301.1186000000002,646.0013,0.9834999999999999
unobserved,600.0,0.0507,1476.0414,684.0047000000001,0.9775999999999998
