,support,mape,rmse,mae,r2
train,20978.7,0.38750000000000007,1970361.5683999998,1210351.6895,0.8347
cv,2742.3,0.4441,2745443.0842,1471065.6487000003,0.6738000000000001
unobserved,3048.0,0.46629999999999994,2614788.1234999998,1461470.69,0.6571999999999999
