,support,mape,rmse,mae,r2
train,15047.4,0.1644,42008.6847,28873.329099999995,0.8718
cv,1857.6,0.18380000000000002,48181.5178,32509.792299999994,0.8246
unobserved,2064.0,0.183,46198.252,31609.340600000003,0.8446999999999999
