,support,mape,rmse,mae,r2
train,3577.5,0.27070000000000005,1806693.6756000002,922016.9776999999,0.8872
cv,2742.3,0.4774,3118766.7770999996,1710734.5204000003,0.5784999999999999
unobserved,3048.0,0.5043,2895654.8825000003,1695307.0576000002,0.5793999999999999
