,support,mape,rmse,mae,r2
train,16718.4,0.1621,41405.2745,28436.2836,0.8707
cv,1857.6,0.1815,47966.0355,32189.0543,0.8262
unobserved,2064,0.1797,45842.6594,31160.7904,0.8471
