,support,mape,rmse,mae,r2
train,31236.0,2.5385,1722.2241000000001,1471.7095999999997,0.2553
cv,4338.3,777541076865893.8,1765.3878,1512.8113999999998,0.2112
unobserved,4821.0,2.6474,1753.9947,1503.5759000000003,0.2131
