,support,mape,rmse,mae,r2
train,4283.3,0.08819999999999999,0.021799999999999996,0.016600000000000004,0.9438999999999999
cv,528.7,0.1302,0.0345,0.0252,0.8552
unobserved,588.0,0.1283,0.035300000000000005,0.0254,0.8576
