,support,mape,rmse,mae,r2
train,12669.9,0.3936,36.4125,23.486400000000003,0.9594999999999999
cv,1564.1,0.413,41.3677,25.995799999999996,0.9479999999999998
unobserved,1738.0,0.4467999999999999,40.9796,26.415,0.9479999999999998
