,support,mape,rmse,mae,r2
train,369.0,0.046099999999999995,1.4074000000000002,0.9036,0.9759999999999998
cv,45.5,0.1112,3.198,2.1823,0.8577
unobserved,51.0,0.12930000000000003,5.446000000000001,2.9204999999999997,0.655
