,support,mape,rmse,mae,r2
train,1064.6,0.027500000000000004,10647.1499,4916.5619,0.9822
cv,131.4,0.09319999999999999,26989.126499999995,16197.2116,0.8801
unobserved,146.0,0.09069999999999999,33752.3563,17299.6763,0.8341
