,support,mape,rmse,mae,r2
train,4374.0,0.044,1000.5211999999999,528.2942,0.9911999999999999
cv,540.0,0.0502,1304.5128,641.9376,0.9831999999999999
unobserved,600.0,0.0506,1469.9712000000002,686.7412,0.9776
