,support,mape,rmse,mae,r2
train,975.6,0.22920000000000001,2932.6825,1760.6381000000001,0.9427
cv,120.4,0.36319999999999997,4919.9449,2946.7544,0.818
unobserved,134.0,0.3459,4437.2442,2958.6369999999997,0.8984
