,support,mape,rmse,mae,r2
train,15047.4,0.1653,41706.7428,28678.1812,0.8764
cv,1857.6,0.181,48127.0202,32284.3668,0.8249000000000001
unobserved,2064.0,0.1789,46121.473,31325.3673,0.8452
