,support,mape,rmse,mae,r2
train,3888.0,0.043699999999999996,1010.9802,509.18719999999996,0.9904999999999999
cv,540.0,0.0521,1375.8721,680.5428999999999,0.9814999999999998
unobserved,600.0,0.052000000000000005,1586.4433000000001,733.609,0.9738
