,support,mape,rmse,mae,r2
train,3888.0,0.044,1039.5855999999999,542.7848999999999,0.9911
cv,540.0,0.0508,1316.4447,648.6913999999999,0.9831999999999999
unobserved,600.0,0.0512,1481.8225,695.7425000000001,0.9772999999999998
