,support,mape,rmse,mae,r2
train,4739.0,0.044,976.6415999999999,520.4437,0.991
cv,540.0,0.0506,1296.818,643.7049999999999,0.9832999999999998
unobserved,600.0,0.0507,1475.6271000000002,684.7665000000001,0.9773999999999999
