,support,mape,rmse,mae,r2
train,497.9,0.004999999999999999,0.1555,0.11810000000000001,1.0
cv,69.1,0.013399999999999999,0.3919,0.2739,0.9984
unobserved,77.0,0.0159,0.48640000000000005,0.3006,0.9979999999999999
