,support,mape,rmse,mae,r2
train,497.9,0.005099999999999999,0.13679999999999998,0.1032,1.0
cv,69.1,0.0134,0.4382,0.2995,0.998
unobserved,77.0,0.016100000000000003,0.5314,0.3251,0.9976999999999998
