,support,mape,rmse,mae,r2
train,772.3,0.04089999999999999,1.8041999999999998,1.1492,0.9888
cv,92.7,0.08889999999999999,3.8891,2.6026,0.9443000000000001
unobserved,103.0,0.09509999999999999,4.7025,3.0646999999999998,0.9189999999999999
