,support,mape,rmse,mae,r2
train,668.0,0.037899999999999996,1.811,1.1427999999999998,0.9887
cv,92.7,0.09259999999999999,3.9913999999999996,2.6898,0.9416
unobserved,103.0,0.0968,4.6986,3.1430999999999996,0.9189999999999999
