,support,mape,rmse,mae,r2
train,6747.6,0.2408,30.2646,19.3441,0.9757999999999999
cv,1564.1,0.6112,59.132000000000005,34.7087,0.8936999999999999
unobserved,1738.0,0.6517999999999999,57.536500000000004,35.0553,0.8974
