,support,mape,rmse,mae,r2
train,590.9,0.013999999999999999,0.4479,0.2728,0.9979999999999999
cv,69.1,0.0254,1.1089,0.5889,0.9862
unobserved,77.0,0.0363,1.6433,0.9106,0.9773
