,split,queries_ratio,support,mape,rmse,mae,r2
0,1.0,0.1,132.0,0.127,37024.328,22522.317,0.774
1,1.0,0.15000000000000002,132.0,0.125,30897.214,19934.605,0.843
2,1.0,0.2,132.0,0.109,29602.739,18294.798,0.856
3,1.0,0.25,132.0,0.105,29949.227,17325.405,0.852
4,1.0,0.3,132.0,0.1,29158.01,16823.001,0.86
5,1.0,0.35,132.0,0.104,29134.629,17398.898,0.86
6,1.0,0.39999999999999997,132.0,0.099,27408.921,16397.064,0.876
7,1.0,0.44999999999999996,132.0,0.098,28665.003,16400.171,0.865
8,1.0,0.49999999999999994,132.0,0.098,27538.692,15885.89,0.875
9,1.0,0.5499999999999999,132.0,0.098,27168.222,15995.444,0.879
10,1.0,0.6,132.0,0.095,26294.609,15727.102,0.886
11,1.0,0.65,132.0,0.094,27169.601,15433.044,0.879
12,1.0,0.7000000000000001,132.0,0.093,27680.079,15746.211,0.874
13,1.0,0.7500000000000001,132.0,0.093,28006.412,15811.739,0.871
14,1.0,0.8000000000000002,132.0,0.095,27018.089,15737.875,0.88
15,1.0,0.8500000000000002,132.0,0.093,26584.326,15556.822,0.884
16,1.0,0.9000000000000002,132.0,0.094,26600.218,15664.983,0.884
17,1.0,0.9500000000000003,132.0,0.094,26998.051,15866.075,0.88
18,1.0,1.0000000000000002,132.0,0.094,26937.999,15721.535,0.881
19,2.0,0.1,132.0,0.102,33394.345,18234.589,0.824
20,2.0,0.15000000000000002,132.0,0.11,29920.92,19067.469,0.858
21,2.0,0.2,132.0,0.097,26249.282,16761.905,0.891
22,2.0,0.25,132.0,0.092,25816.882,15937.443,0.895
23,2.0,0.3,132.0,0.089,25008.927,15577.579,0.901
24,2.0,0.35,132.0,0.089,24494.865,15619.622,0.905
25,2.0,0.39999999999999997,132.0,0.086,24757.871,15143.498,0.903
26,2.0,0.44999999999999996,132.0,0.085,24985.871,15120.044,0.901
27,2.0,0.49999999999999994,132.0,0.088,24614.343,15243.604,0.904
28,2.0,0.5499999999999999,132.0,0.08,23834.068,14168.622,0.91
29,2.0,0.6,132.0,0.08,22981.856,14207.919,0.916
30,2.0,0.65,132.0,0.08,23143.35,14181.161,0.915
31,2.0,0.7000000000000001,132.0,0.08,23406.101,13968.579,0.913
32,2.0,0.7500000000000001,132.0,0.082,23331.065,14113.99,0.914
33,2.0,0.8000000000000002,132.0,0.082,23971.069,14406.389,0.909
34,2.0,0.8500000000000002,132.0,0.079,22929.785,13884.155,0.917
35,2.0,0.9000000000000002,132.0,0.08,22477.606,13977.266,0.92
