,support,mape,rmse,mae,r2
train,1805.6,3.7369,3135682.43,1818416.8154,0.732
cv,401.3,8.2666,7756326.1713,5237110.492899999,0.1045
unobserved,446.0,6.647500000000001,8017795.998799999,5343567.819,0.0721
