,support,mape,rmse,mae,r2
train,48.4,0.35030000000000006,81857.0413,58180.74449999999,0.7504
cv,131.4,0.5059,100706.88350000001,83576.83619999999,-0.7065
unobserved,146.0,0.5246000000000001,105342.0933,87897.1718,-0.6476999999999999
