,support,mape,rmse,mae,r2
train,3611.7,4.4105,3725080.2410000004,2414190.0791,0.7949
cv,401.3,7.7875,7006900.694599999,4735679.504600001,0.26870000000000005
unobserved,446.0,6.827800000000001,7617075.6844999995,5098734.0139,0.1626
